Query	templateId	templateText	etalon_text	algorithm	score	timeout
срок полезного использования бывшего в употреблении ос	400118	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/403211/actual/	срок полезного использование ос бывших в употреблении	Jaccard	1.0	0.6847481727600098
заявление на отпуск по беременности и родам	599064	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/718556/actual/	заявление отпуск по беременности и родам	Jaccard	1.0	0.5348501205444336
можно ли не выписывать сф на аванс	145549	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/145549/actual/	можно ли не выписывать сф на аванс	Jaccard	1.0	0.4642000198364258
ндфл с материальной выгоды и имущественный вычет	144050	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144050/actual/	ндфл с материальной выгоды и имущественный вычет	Jaccard	1.0	0.3052856922149658
шестидневная рабочая неделя формулировка в трудовой договор	621056	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/621056/actual/	шестидневная рабочая неделя формулировка в трудовой договор	Jaccard	1.0	0.26319026947021484
количество оплачиваемых дней больничного листа уволенному сотруднику	684016	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/684016/actual/	количество оплачиваемых дней больничного листа уволенному сотруднику	Jaccard	1.0	0.44960451126098633
приказ об утверждении учетной политики для бухучета	518548	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/76463/actual/	приказ об утверждения учетной политики для бухучета	Jaccard	1.0	0.41306281089782715
ноу-хау учет в составе нма каким документом	22495	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/22495/actual/	ноу-хау учет в составе нма каким документом	Jaccard	1.0	0.5075674057006836
учет ндс по основным средствам при усн	584352	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/692544/actual/	учет основных средств при усн ндс	Jaccard	1.0	0.25024962425231934
сервисный сбор за билет командировочные расходы учитываются	645973	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/645973/actual/	сервисный сбор за билет командировочные расходы учитываются	Jaccard	1.0	0.2836422920227051
срок уведомления ндфл ип за 2023 год	725185	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725185/actual/	срок уведомления ндфл ип за 2023 год	Jaccard	1.0	0.27353692054748535
календарь бухгалтера на 2 квартал 2024 года.	568221	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142270/actual/	календарь бухгалтера на 2 квартал 2024 года	Jaccard	1.0	0.255399227142334
взносы ип за себя в 2021 году	5788	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/101461/actual/	взносы ип за себя 2021 размер	SbertT5	0.9246426820755005	0.4897329807281494
сообщение о сумме транспортного и земельного налога	664604	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/664604/actual/	сообщение о сумме транспортного и земельного налога	Jaccard	1.0	0.40084242820739746
пособие по беременности и родам кто оплачивает	133409	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/133409/actual/	пособие по беременности и родам кто оплачивает	Jaccard	1.0	0.29349708557128906
порядок заполнения расчета по форме 6-ндфл утвержден	591041	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704100/actual/	порядок заполнения расчетов 6-ндфл раздел 2	SbertT5	0.8473963141441345	0.9247715473175049
порядок заполнение 6-ндфл за 1 квартал 2024	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	6-ндфл за 1 квартал 2024 порядок заполнения	Jaccard	1.0	0.45185041427612305
раздел 2.3 формы ефс-1 за 1 квартал	602235	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725579/actual/	форма ефс-1 за 1 квартал подраздел 2.3	SbertT5	0.6545917987823486	0.6448683738708496
доходы в заявление о подтверждении вида деятельности	144584	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144584/actual/	подтверждение+вида+деятельности	SbertT5	0.8389828205108643	1.262038230895996
срок сдачи 6-ндфл за 1 квартал 2024	591052	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704133/actual/	срок сдачи 6-ндфл за 1 квартал 2024	Jaccard	1.0	0.706244707107544
списание расходов по приобретению авто при усн	542981	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/580894/actual/	списание расходов по приобретению авто при усн	Jaccard	1.0	0.22984695434570312
при реализации ос можно ли выписать упд	130975	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/130975/actual/	при реализации ос можно ли выписать упд	Jaccard	1.0	0.24940228462219238
письмо сумма дохода между ндс и прибыль	0				0.0	1.0557491779327393
размер взносов для Малых предприятий в 2024	141118	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/141118/actual/	размер взносов для Малых предприятий в 2024	Jaccard	1.0	0.21618914604187012
страховые взносы за иностранного гражданина в рсв?	705859	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/705859/actual/	страховые взносы за иностранного гражданина в рсв?	Jaccard	1.0	0.5615355968475342
отчетность за 1 квартал 2024 формы отчетов	146330	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	отчетность за 1 квартал 2024 формы отчетов	Jaccard	1.0	0.40778565406799316
срок уплаты ндфл с дивидендов в 2024	585422	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142487/actual/	срок уплаты ндфл с дивидендов в 2024	Jaccard	1.0	0.5991356372833252
какие документы для декларации на имущественный вычет	540265	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/540265/actual/	какие документы для декларации на имущественный вычет	Jaccard	1.0	0.23006677627563477
штрафные санкции за отсутствие регистрации обособленного подразделения	585988	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/585988/actual/	штрафные санкции за отсутствие регистрации обособленного подразделения	Jaccard	1.0	0.3355743885040283
отчеты по зарплате за 1 квартал 2024	146330	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	отчеты по зарплате за 1 квартал 2024	Jaccard	1.0	0.3109588623046875
учетная политика по налоговому учету при усн	576060	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/676375/actual/	учетная политика налоговый учет усн	Jaccard	1.0	0.34946298599243164
выплата кешбэка является ли доходом у ип	74354	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/74354/actual/	выплата кешбэка является ли доходом у ип	Jaccard	1.0	0.25975465774536133
раздел 4 декларации по налогу на имущество	602531	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147503/actual/	декларация по налогу на имущество 4 раздел	Jaccard	1.0	0.3102684020996094
отчет статистика форма 1 робототехника окуд 0604041	724299	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/724299/actual/	отчет статистика форма 1 робототехника окуд 0604041	Jaccard	1.0	0.30222344398498535
лимит остатка в кассе для Малых предприятий	532417	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/599855/actual/	лимит остатка кассы малое предприятие	Jaccard	1.0	0.31010937690734863
какой доход отражать в строке 120 6-ндфл	704144	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704144/actual/	какой доход отражать в строке 120 6-ндфл	Jaccard	1.0	0.3028984069824219
образец письма на возврат письма товара поставщику	101996	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/101996/actual/	письмо возврат товара поставщику образец	Jaccard	1.0	0.26279497146606445
новая форма 6-ндфл за 1 квартал 24	664820	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/664820/actual/	новая форма 6-ндфл за 1 квартал 24	Jaccard	1.0	0.27333664894104004
виды расходов при усн доходы минус расходы	130713	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/130713/actual/	виды расходов при усн доходы минус расходы	Jaccard	1.0	0.38738512992858887
контрольные соотношения 6-ндфл за 1 квартал 2024	684482	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/684482/actual/	6-ндфл 1 квартал 2024 контрольные соотношения	Jaccard	1.0	0.30263543128967285
электронный реестр подтверждения ставки ндс 0% образец	739779	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/739779/actual/	электронный реестр подтверждения ставки ндс 0% образец	Jaccard	1.0	0.3107781410217285
резерв на оплату отпусков в бухгалтерском учете	426848	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/74401/actual/	резерв на оплату отпусков в бухгалтерском и налоговом учете	SbertT5	0.9239261746406555	1.0432660579681396
уточненное уведомление по транспортному налогу за 2023	0				0.0	0.7974624633789062
учетная политика с 2024 года по нма	578762	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/672080/actual/	переоценка нма в учетной политике	SbertT5	0.9483920931816101	0.6068096160888672
пример заполнения 6-ндфл за 1 квартал 2024	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	6-ндфл за 1 квартал 2024 пример заполнения	Jaccard	1.0	1.0223009586334229
доход от сдачи в аренду в 6-ндфл	594090	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/710418/actual/	6-ндфл доходы от сдачи в аренду	Jaccard	1.0	1.5031342506408691
правила заполнения декларации 3-ндфл за 2023 год	662344	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/662344/actual/	3-ндфл правила заполнения	SbertT5	0.9747122526168823	0.9802470207214355
кто не предоставляет отчетность в гир бо	559906	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/559906/actual/	кто не предоставляет отчетность в гир бо	Jaccard	1.0	2.0251410007476807
выполнение квоты для приема на работу инвалидов	703790	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/703790/actual/	выполнение квоты для приема на работу инвалидов	Jaccard	1.0	0.3075442314147949
образец заполнения 6-ндфл за 1 квартал 2024	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	6-ндфл образец заполнения за 1 квартал 2024	Jaccard	1.0	0.305971622467041
в декларации ндс налог к возмещению, заявление	726943	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/726943/actual/	в декларации ндс налог к возмещению, заявление	Jaccard	1.0	0.5094552040100098
документы для возмещения погребения умершего сотрудника образец	702617	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/702617/actual/	документы для возмещения погребения умершего сотрудника образец	Jaccard	1.0	1.0849525928497314
6-ндфл за I квартал 2024 года Бланк	704105	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704105/actual/	6-ндфл за I квартал 2024 года Бланк	Jaccard	1.0	0.45273423194885254
усн доходы минус расходы как учитывать расходы	130713	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/130713/actual/	как учитывать расходы по усн доходы минус расходы	Jaccard	1.0	2.7659146785736084
может ли ип на патенте быть самозанятым	503185	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/455092/actual/	может ли ип на патенте быть самозанятым	Jaccard	1.0	1.839282751083374
образец пп госпошлина за регистрацию транспортного средства	631632	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/631632/actual/	образец пп госпошлина за регистрацию транспортного средства	Jaccard	1.0	1.639817237854004
налог на прибыль внерЕализационные расходы прошлых лет	51369	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/51369/actual/	налог на прибыль внереализационные расходы	SbertT5	0.9650735259056091	5.622180461883545
личная карточка учета выдачи сиз и инструмента	131721	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/131721/actual/	личная карточка учета выдачи сиз и инструмента	Jaccard	1.0	3.284191131591797
заявление о подтверждении основного вида деятельности 2024	583687	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/691306/actual/	заявление о подтверждении основного вида деятельности 2024 году	SbertT5	0.9920758605003357	0.7236566543579102
предельная сумма выручки в 2024 для усн	570892	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142829/actual/	лимит выручки усн	SbertT5	0.8343701362609863	0.5419635772705078
может ли отличаться дата ттн от упд	523326	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/585480/actual/	дата упд отличается от даты ттн	Jaccard	1.0	0.2667961120605469
6-ндфл за 1 кв.2024 сумма налога возвращенная	144161	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144161/actual/	6-ндфл за 1 кв 2024 возвращение налога	SbertT5	0.9819597005844116	0.9313888549804688
приобретение автомобиля в лизинг в налоговом учете	532447	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/595388/actual/	налоговый учет по приобретению автомобиля в лизинг	Jaccard	1.0	0.251051664352417
оплата больничного листа не по карте мир	568327	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/568327/actual/	оплата больничного листа не по карте мир	Jaccard	1.0	0.45441508293151855
не отправлено уведомление о налогах для енп	725176	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725176/actual/	не отправлено уведомление о налогах для енп	Jaccard	1.0	0.303311824798584
акт на объединение нескольких ос в один	134215	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/134215/actual/	акт на объединение нескольких ос в один	Jaccard	1.0	0.5133678913116455
сроки подачи уведомления по налогу на имущество	0				0.0	1.1287927627563477
уведомление по ндфл за 2024 как заполнять	142487	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142487/actual/	уведомление по ндфл 2024 как заполнить	Jaccard	1.0	0.40663909912109375
бухгалтерская справка по расчету сумм затрат страхованию	572737	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/572737/actual/	бухгалтерская справка по расчету сумм затрат страхованию	Jaccard	1.0	0.510756254196167
подтверждение основного вида деятельности при отсутствии деятельности	505556	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/505556/actual/	подтверждение основного вида деятельности при отсутствии деятельности	Jaccard	1.0	0.2753419876098633
если неправильно исчислили имущественный налог для есхн	0				0.0	0.8468911647796631
как прописать компенсацию молока в трудовом договоре	504754	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/504754/actual/	как прописать компенсацию молока в трудовом договоре	Jaccard	1.0	1.1469171047210693
пример заполнения 6-ндфл за 1 кв 2024	591041	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704100/actual/	заполнение 6-ндфл за 1 кв 2024 раздел 2	SbertT5	0.9873740077018738	0.6021201610565186
новые формы отчетности в 1 квартале 2024	146330	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	новые формы отчетности в 1 квартале 2024	Jaccard	1.0	0.3660891056060791
оплата работы в командировке в выходной день	519220	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/578459/actual/	работа в выходной день в командировке оплата	Jaccard	1.0	0.2326045036315918
ответ на требование о ставке ндс 10%	522739	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/522739/actual/	ответ на требование ставка ндс 10	Jaccard	1.0	0.28101563453674316
льготы по страховым взносам для айти компаний	585054	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/585054/actual/	льготы для айти компании по страховым взносам	Jaccard	1.0	0.3336172103881836
пошаговое заполнение декларации об уплате косвенных налогов	148434	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/148434/actual/	пошаговое заполнение декларации об уплате косвенных налогов	Jaccard	1.0	0.3241391181945801
закуп сельхозпродукции у населения по закупочному акту	547103	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/585486/actual/	закупочный акт сельхозпродукции	SbertT5	0.9639280438423157	0.6940963268280029
фсбу 14 нематериальные активы списанные в расходы	144284	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144284/actual/	фсбу 14 нематериальные активы списанные в расходы	Jaccard	1.0	0.3334357738494873
уведомление о приеме на работу иностранного гражданина	139951	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/139951/actual/	уведомление иностранного гражданина о приеме на работу	Jaccard	1.0	0.26905345916748047
заявление о зачете фиксированных взносов по ип	606999	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/736878/actual/	заявление о зачете фиксированных взносов ип	Jaccard	1.0	0.2750685214996338
как считать ндфл с дивидендов в 2024	138679	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/138679/actual/	как считать ндфл с дивидендов в 2024	Jaccard	1.0	0.3106670379638672
уведомления в ифнс по налогу на прибыль	693365	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/693365/actual/	уведомления в ифнс по налогу на прибыль	Jaccard	1.0	0.2330012321472168
новая форма 6-ндфл с 1 января 2024	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	новая форма 6 ндфл за 1 квартал 2024	SbertT5	0.9580788016319275	0.8593339920043945
кто должен сдавать отчет в фгис цс	499133	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/499133/actual/	фгис цс кто должен сдавать отчет	Jaccard	1.0	2.035562515258789
на каком забалансовом счете учитывать малоценные нма	578721	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142935/actual/	на каком забалансовом счете учитывать нма	SbertT5	0.8885101675987244	1.7428438663482666
уточненная декларация по ндс к уменьшению налога	140971	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/140971/actual/	уточненная декларация по ндс к уменьшению налога	Jaccard	1.0	0.6130678653717041
пояснения к балансу и офр дебиторская задолженность	115807	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/115807/actual/	пояснения к балансу и офр дебиторская задолженность	Jaccard	1.0	0.3067615032196045
обязательно ли начислять резерв по сомнительным долгам	34188	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/75563/actual/	обязательно ли создавать резерв по сомнительным долгам в бухучете	SbertT5	0.9841084480285645	1.023902416229248
заполнить заявление на подтверждение основного вида деятельности	583687	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/691306/actual/	как заполнить заявление о подтверждении основного вида деятельности	Jaccard	1.0	0.29473423957824707
182 1 16 17000 01 0000 140	569677	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142614/actual/	182 1 16 17000 01 0000 140	Jaccard	1.0	0.3075401782989502
применение ккт при расчетах с физическими лицами	585040	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/693758/actual/	применение ккт при расчетах с физическими лицами	Jaccard	1.0	0.3050224781036377
сумма налога на прибыль к уменьшению причины	693365	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/693365/actual/	сумма налога на прибыль к уменьшению причины	Jaccard	1.0	0.4106259346008301
декларация усн для ип без сотрудников 2023	571017	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/665790/actual/	декларация усн 2023 для ип без сотрудников	Jaccard	1.0	0.9197592735290527
уведомления по страховым взносам за март 2024	142370	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142370/actual/	уведомление по страховым взносам за март 2024 в марте 2024	Jaccard	1.0	0.2338709831237793
дополнительное соглашение к договору поставки изменение директора	521303	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/521303/actual/	дополнительное соглашение к договору поставки изменение директора	Jaccard	1.0	0.27653026580810547
оплата аренды транспортного средства физическому лицу 6-ндфл	710418	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/710418/actual/	оплата аренды транспортного средства физическому лицу 6-ндфл	Jaccard	1.0	0.40894055366516113
реквизиты для уплаты взносов от несчастных случаев	576655	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143706/actual/	взносы несчастные случаи реквизиты для уплаты	Jaccard	1.0	0.4092402458190918
письмо на зачет суммы от третьего лица	22417	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/22417/actual/	письмо на зачет суммы от третьего лица	Jaccard	1.0	0.4100978374481201
как заполнить декларацию 3-ндфл при продаже автотранспорта	662353	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/662353/actual/	как заполнить декларацию 3-ндфл при продаже автотранспорта	Jaccard	1.0	0.3064401149749756
электронный запрос в сфр о заработке сотрудника	698228	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/698228/actual/	электронный запрос в сфр о заработке сотрудника	Jaccard	1.0	0.30671072006225586
нужен ли чек ккт для авансового отчета/	50955	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/50955/actual/	нужен ли чек ккт для авансового отчета/	Jaccard	1.0	0.3048429489135742
реализация рекламных услуг покупателю из казахстана ндс	597452	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/715589/actual/	реализация услуг через посредника ндс	SbertT5	0.8326168060302734	0.6843011379241943
обновленная версия программного обеспечения это модернизация нма	143220	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143220/actual/	обновленная версия программного обеспечения это модернизация нма	Jaccard	1.0	0.5445356369018555
как поступить с расходами будущих периодов 2024	143734	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143734/actual/	как поступить с расходами будущих периодов 2024	Jaccard	1.0	0.3046536445617676
заявление сотрудника на получение пособия на погребение	702623	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/702623/actual/	заявление сотрудника на получение пособия на погребение	Jaccard	1.0	0.307039737701416
когда учитывать доходы усн поступление по эквайрингу	706566	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/706566/actual/	когда учитывать доходы усн поступление по эквайрингу	Jaccard	1.0	0.305739164352417
нужно ли подтверждать вид деятельности ликвидирующейся организации	505556	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/505556/actual/	нужно ли подтверждать вид деятельности ликвидирующейся организации	Jaccard	1.0	0.4076051712036133
ип страховые взносы когда можно уменьшить усн	722842	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/722842/actual/	ип страховые взносы когда можно уменьшить усн	Jaccard	1.0	0.4106483459472656
ип 6% на что можно уменьшить усн	722840	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/722840/actual/	ип 6% на что можно уменьшить усн	Jaccard	1.0	0.261885404586792
налогообложение страховыми взносами договоров гпд с иностранцами	142045	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142045/actual/	налогообложение страховыми взносами договоров гпд с иностранцами	Jaccard	1.0	0.4536612033843994
больничный в отпуске по уходу за ребенком	145230	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/145230/actual/	больничный по уходу за ребенком в отпуске по уходу за ребенком	Jaccard	1.0	0.22031927108764648
как поменять основной вид деятельности в заявлении	583687	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/691306/actual/	подтверждение основного вида деятельности заявление	SbertT5	0.7586758732795715	0.6508300304412842
образец книги доходов и расходов по усн	574448	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143532/actual/	книга доходов и расходов при усн образец	Jaccard	1.0	0.253218412399292
